docId,sku,name,price,cat,supplier,sourceUrl,diagnosis_group,diagnosis_reason,matched_variant,matched_in_set
"04p0N9n9UjvtG2WFPwOz","UK15683","כיפה ד.מ.צ. שחור איכותי קשיח 17 ס""מ","52.3","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0CbZL9ytXyMCFrfENj8Z","UK18260","כיפה בד ארטמן כחול כהה 17 ס""מ","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0EHNBP6y5GiOMixBcXvv","UK48513","מעמד לנר זיכרון ממתכת וזכוכית זהב 18X22 ס""מ","32.68","מוצרי בית כנסת","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK48513&lang=he","C","not_found_after_normalization","",""
"0HcCdAlcsf8vo6FiLBtL","UK15679","כיפה ד.מ.צ. שחור איכותי קשיח 13 ס""מ","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0Qpls9MIy7nSGzRNtSn6","UK16036","כיפה סטן לבנה 19 ס""מ הדפסה כסף ""מזל טוב"" חתן כל","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0iAe9OtaUjaP4wrzJewe","UK15622","כיפה קטיפה פלוש שחורה 4 חלקים גודל 5 21 ס""מ עם סרט","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0kSoonbvo6rZ5aN0mfhl","UK19025","כיפה קטיפה ארטמן כחולה 4 חלקים עם סרט 17 ס""מ","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0kn6UFnrzG1ZM8PVcCFg","UK15640","(כמו 16419) כיפה קטיפה פלוש שחורה 6 חלקים גודל 3 19 ס""מ ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"0rn1o7TUbxEBvgHzAa6O","UK45565","עץ ברכות ברכת העסק עברית 20 ס""מ","119.88","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK45565&lang=he","C","not_found_after_normalization","",""
"0vszBGXtexPpAiAIKoOq","UK40820","כלי לנר הבדלה מקריסטל עם פלקטה ""ירושלים"" 13 ס""מ","119.88","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40820&lang=he","C","not_found_after_normalization","",""
"0y5vdg0aVy1R3uC4XPR4","UK51631","","108.98","","israel-judaica","","C","not_found_after_normalization","",""
"12BZbUnzgZY3hLbgrJTV","UK10183","כיפה ארטמן קטיפה ירוק בהיר רקמה שמע ישראל גודל 3","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"18594RsskZhTLkDp4aOO","UK19036","כיפה עור ארטמן חום בהיר 15 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1AqAtBG6Srj5BbnBDYr5","UK19108","כיפה קטיפה ""ארט-מן"" כחולה 6 חלקים עם סרט גודל 4","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1Nj2PMkFu7Xud4jV4JD7","UK11562","כיפה DMC סריגה ישראלית חלק לבן 12-13 ס""מ אין החזרת סחורה","52.3","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1Sjhrr5IPeyTmP9fudlr","UK19012","כיפה פריק 21 ס""מ גוונים בורדו שחור לבן","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1cCTU34dN6jTxQRerOQH","UK15632","כיפה קטיפה פלוש שחורה 6 חלקים גודל 2 18 ס""מ","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1lfLTBjmTffWaOMr6Cg2","UK10523","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""בבא סאלי"" גודל 4 - אופוויט","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"1v8QJK4ZuRU0cLS3d4A9","UK48639","ספרון תהילים ""רבי"" 4 ס""מ - באריזת PV בסלסלת קש","7.47","ספרי קודש וסידורים","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK48639&lang=he","C","not_found_after_normalization","",""
"1vjvWRc0tquBUeTy7HZ4","UK18975","כיפה דמוי עור ארטמן חום 17 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"26D4rLl9FvVdoSRRmFZY","UK58992","מארז דבק דו צדדי לכיפה איכות מעולה","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2CY1u67oAHQj7S2OasPz","UK18933","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט 17 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2Mv1OOHiG7v0btNJ8mjk","UK10157","כיפה פריק 23 ס""מ גוונים קרם ירוק זית וחום","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2W1ZGd5OuGnmo2IOL22G","UK10517","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""יברכך"" גודל 4 - פנינה","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2ZCmrOfd2GN4cHfGa48d","UK11202","כיפה סרוגה 17 ס""מ לבן מחורר - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2gC5Iaasr6MUeSIPtUjI","UK40864","סדר הבדלה עם ציפורן נוסח ע.מ 18X12 ס""מ","23.97","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40864&lang=he","C","not_found_after_normalization","",""
"2jUvTJmzSUUnvOdZzyNs","UK11631","כיפה קטיפה ""ארט מן"" עם ריקמה ""בבא סאלי"" גודל 4 - שחור","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2ozMDgIOYQPpdvOC1uyW","UK10290","כיפה קטיפה ""ארט-מן"" עם ריקמה בבא סאלי גודל 3 - זהב","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2vcCWawtjxwRpxhaIJtv","UK11259","כיפה DMC סריגה ישראלית דוגמת שטיח 18 ס""מ אין החזרת סחורה","80.64","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"2yTvLyJ87bwH3LgmnhI7","UK11883","כיפה טרלין גודל 22 סמ רקמה ""בית הרב""","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"303mOFYag1YFVRwgpAKf","UK14957","כיפה קטיפה ""ארט-מן"" 17 ס""מ - אפור","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3GxWKOOMqJToPo3IFI2e","UK11223","כיפה סרוגה 17 ס""מ אפור חלק - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3W24Oc88YpexLIRbSZJy","UK10487","כיפה פריק 24 ס""מ פסים כחול לבן ותכלת","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3WviqqVB7ZDLWywrp4Z9","UK10513","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות זהב ""האש שלי"" גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3X0G780VQDuVrVKWP6Ts","UK15636","(כמו 16415) כיפה קטיפה פלוש שחורה 6 חלקים גודל","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3lrQO8Oe30kdozs7ZMSV","UK15525","כיפה קטיפה ""ארט מן"" עם ריקמה אותיות גודל 3 - אפור בהיר","30.5","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3vVCHYoqYcUe9ilMgeca","UK19149","כיפה עור ""ארטמן"" 14 ס""מ כחול","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"3zGqvgsVBX8UwefXaoH4","UK10285","כיפה קטיפה ""ארט-מן"" עם ריקמה רבי שמעון גודל 3 - זהב","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"47YKwS78lCt57HJnzGlg","UK10258","כיפה קטיפה ""ארט-מן"" עם ריקמה בבא סאלי גודל 3 - אפור","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4D6lbHSCej6DzO1jSyH2","UK17234","כיפה סרוגה 16 ס""מ בצבע כחול כהה מסביב פסים בכחול","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4P767V8ddjPkA4e8yHKR","UK19087","כיפה עור לבן 16 ס""מ","22.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4RG22KUShWyX7lA9HzVf","UK18936","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט 20 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4RI5j2lHmup76D88pNHy","UK67160","","108.98","","israel-judaica","","C","not_found_after_normalization","",""
"4Ye0Dn8jDKytH6iPeZKZ","UK52137","","174.38","","israel-judaica","","C","not_found_after_normalization","",""
"4d22cBmRr5pNPo1ddyTW","UK43756","נר הבדלה ""דונג"" מהודר 30 ס""מ","34.86","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK43756&lang=he","C","not_found_after_normalization","",""
"4hJudzcyOMAQSSLLP0s4","UK11555","כיפה DMC סריגה ישראלית חלק שחור 17 ס""מ אין החזרת סחורה","76.28","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4ioOgEsWEjfqtLbb0SsA","UK11235","כיפה סרוגה דגמים מעורבים - רקע כחול - 18 ס""מ - 24 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4mRjLkl5vsExwTCMKtI3","UK19395","כיפה קטיפה ""ארט-מן"" עם ריקמה יברכך גודל 4 - כחול כהה","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4olLtDbT4TlO4eCLM0qg","UK19103","כיפה קטיפה ""ארט-מן"" שחורה 6 חלקים עם סרט גודל 3","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4qgejSo6ScK2oXDt9QvM","UK19396","כיפה קטיפה ""ארט-מן"" עם ריקמה יברכך גודל 4 - ירו","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4r3UQ1Ol2iW1VsYTdScn","UK81706","נר הבדלה צבעוני ומהודר 16 ס""מ","43.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81706&lang=he","C","not_found_after_normalization","",""
"4rfEt8b71n8eotGLTpQc","UK14956","כיפה קטיפה ""ארט-מן"" 19 ס""מ - אפור בהיר","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"4waLbPWoXxRhn9CDoNAA","UK19095","כיפה קטיפה ארטמן כחולה 4 חלקים עם סרט גודל 3","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5CLvfEs9Kggo82lNIm3N","UK11172","כיפה סטן לבנה 20 ס""מ מגן דוד וכסף מסביב","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5FsQkEObRvzk0knlBgbi","UK16369","כיפה סרוגה 17 ס""מ לבן מסביב פס כחול","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5OWBM4fDGTUaKpUZLhy7","UK17391","כיפה סרוגה שטיח 20 ס""מ שחור לבן בורדו","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5oxwnDYLFFXPa7w8GADo","UK19096","כיפה קטיפה ארטמן כחולה 4 חלקים עם סרט גודל 4","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5rPMfhm888LiOFeUfXuc","UK18977","כיפה סרוגה 16 ס""מ לבנה עם ריקמה ""נחמן מאומן"" כסף","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"5te2HjXxyVxxmDzSAIHH","UK14955","כיפה קטיפה ""ארט-מן"" 17 ס""מ - אפור בהיר","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"62Qo5zInREaXKZXKun3v","UK15526","כיפה קטיפה ""ארט מן"" עם ריקמה אותיות גודל 4 - אפור בהיר","30.5","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"65NlcxU03S1RYvcHvrGR","UK51444","מגש הבדלה אקריליק מרובע 25 ס""מ","152.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK51444&lang=he","C","not_found_after_normalization","",""
"66Fq5oEN9XHTrTda8km3","UK17384","כיפה סרוגה שטיח 18 ס""מ כחול כהה כחול בהיר ובז","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"68gBARVh7o18NUKKxMYR","UK19091","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט גודל 5","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6Bwuj8Rooy3HWwDPUXvH","UK10245","כיפה קטיפה ""ארט-מן"" עם ריקמה יחי אדוננו גודל 3 - כחול כהה","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6GZ6zfhWPD6iWHjOq3kF","UK15637","(כמו 16416) כיפה קטיפה פלוש שחורה 6 חלקים","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6IBIGAXcd1zr1Eu91phz","UK19010","כיפה פריק 21 ס""מ גוונים קרם אפור כחול כהה","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6KG2JG2WfGfoWRJO3LL5","UK19093","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט גודל 7","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6LNaJyfkZi2nk6gswjX3","UK19053","כיפה עור ארטמן סגול 15 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6MiC4E7HUHLCOlEvXJLC","UK18959","כיפה סרוגה 16 ס""מ לבנה עם ריקמה ""האש שלי"" זהב","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6SGzZcdofXYHDZSipdV5","UK12158","כיפה קטיפה פלוש שחורה 4 חלקים גודל 3 19 ס""מ עם","26.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6VXnhKn0bLvLXl0ym1nM","UK47444","סדר הבדלה דמוי עור עם ציפורן נוסח ע.מ 18.5X13 ס""מ","28.32","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK47444&lang=he","C","not_found_after_normalization","",""
"6dP0Lor0RiBmo1BO4R03","UK10060","כיפה ארטמן קטיפה נחמן כחולה עם רקמה כסף גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6nUqF3tbTjeWvYlDQPJT","UK19104","כיפה קטיפה ""ארט-מן"" שחורה 6 חלקים עם סרט גודל 4","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"6qUrKVW3KWScIXqUerGb","UK18549","כיפה בד ""ארט-מן"" 16 ס""מ לבן","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"70TVklwawynbUXhIT71N","UK41356","שטיח ""ואנחנו כורעים"" מהודר 60X80 ס""מ","174.38","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK41356&lang=he","C","not_found_after_normalization","",""
"72i3bMY0WmjbXVxOVf5g","UK82887","סט הבדלה מהודר מקריסטל 20 ס""מ","353.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82887&lang=he","C","not_found_after_normalization","",""
"74z5nEr7xetKa03DcpcI","UK11067","כיפה קטיפה ""ארט מן"" עם ריקמה ""נחמן"" גודל 3 -תכלת","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"75VpSstMhmlLb3hkaQID","UK82734","סט הבדלה מהודר קריסטל עם מגש 34x15 ס""מ","356.38","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82734&lang=he","C","not_found_after_normalization","",""
"75z9KlZB2pWCyeAUfxL6","UK10090","כיפה ארטמן קטיפה ה יתברך אוהב שחורה עם רקמה כסף גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"7DJg0iDJyCUhUhC4tnHS","UK11342","כיפה סרוגה חוט עבה לבן סביב פס כסף 17ס""מ","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"7ZZE1vjdlCB7sD6MBuqx","UK19392","כיפה קטיפה ""ארט-מן"" עם ריקמה יברכך גודל 4 - אפו","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"7lkBGzGejsRjP05AKslr","UK14950","כיפה קטיפה ""ארט-מן"" עם ריקמה מגן דוד גודל 4 - פנינה","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"7nPz0FzHG35CicSFrUvS","UK42850","סדר הבדלה מאקריליק נוסח אשכנזי 27X15 ס""מ","20.97","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK42850&lang=he","C","not_found_after_normalization","",""
"8GOSxuPT0KAQDTFCnYQZ","UK80062","סט הבדלה מהודר מקריסטל 20 ס""מ","353.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK80062&lang=he","C","not_found_after_normalization","",""
"8RKgfZj0HhX7nFkKiG9a","UK19246","כיפה סרוגה 16 ס""מ שחורה עם ריקמה ""יחי אדוננו"" זהב","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8YAdnugSIJrSQub9Cl2f","UK11306","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות רבי שמעון גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8ZMX0ONAwfPAQiQVPt2v","UK40288","מעמד לבקבוק יין מאקריליק עם אותיות בולטות נצנץ כסף 20 ס""מ","76.28","שבת","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40288&lang=he","C","not_found_after_normalization","",""
"8acbTXRHY00nADSMe23w","UK10009","כיפה קטיפה עם ריקמה יברכך גודל 4 - אופוויט","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8avLbo9EmjOPkSvoOy9j","UK42159","מלחייה קריסטל עם פלקטה חיתוך לייזר ומכסה 4X6 ס""מ","61.02","שבת","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK42159&lang=he","C","not_found_after_normalization","",""
"8bhUubkB0gKkIm160R6Z","UK19499","כיפה סטן לבנה לתינוק 9 ס""מ עם עיטור כסף מסביב ע","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8dLhSGkSIrI12wUrRBy9","UK16055","כיפה ד.מ.צ שחור 12 ס""מ","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8f0eW0ux7o5sFpnl5gXA","UK19244","כיפה קטיפה ""ארט מן"" עם ריקמה אותיות גודל 3 -ירוק בהיר","30.5","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8pzrFPTFsSkXeHoRgZgS","UK10557","כיפה פריק כחול וצהוב ""נחמן מאומן"" 24 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8sWTM4s8YxxfBJgaD3w2","UK15694","כיפה טרילין שחור 20 ס""מ מס 5 - 6 חלקים","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8vbdENt5cQkrr0hp0fN6","UK82239","סט הבדלה מגש מסתובב קריסטל שחור","356.38","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82239&lang=he","C","not_found_after_normalization","",""
"8xR6CnpQ5uIYA1snMw9i","UK15634","כיפה קטיפה פלוש שחורה 6 חלקים גודל 4 20 ס""מ עם סרט","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"8xwg1KqfVeS9lfkEWbwc","UK11021","כיפה פריק לבן 24 ס""מ ""נחמן מאומן""","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"93lWaLICHEI1y8TlK89G","UK42792","נר הבדלה צבעוני ומהודר 16 ס""מ","29.97","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK42792&lang=he","C","not_found_after_normalization","",""
"9B5nsv55ZsA5q7U3iPS9","UK17671","כיפה פריק שחור עם חורים 22 ס""מ","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"9HcamNhtcj7BIwMUjd3w","UK82462","סט הבדלה קריסטל זהב עם מגש 25X12.5","353.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82462&lang=he","C","not_found_after_normalization","",""
"9J8SV7XUo8t1uDUv2Kb9","UK15621","כיפה קטיפה פלוש שחורה 4 חלקים גודל 4 20 ס""מ","20.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"9OqFHPqXPEgCGZmnzzm0","UK41791","מחזיק נר הבדלה ""ירושלים"" 13 ס""מ","98.08","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK41791&lang=he","C","not_found_after_normalization","",""
"9PtysZlA9IotaR4Z9Zv0","UK11236","כיפה סרוגה דגמים מעורבים - לבן עם כסף - 16 ס""מ - 24 יח","16.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"9QaJBqiyvWG6ypXmdqvB","UK19028","כיפה קטיפה ארטמן כחולה 4 חלקים עם סרט 20 ס""מ","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"9WFP7kHB7uM0PHkvvthd","UK11121","כיפה סרוגה 17 ס""מ שחור חלק - 12 יח","17.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"9eKFzhy8fjElCOgnY8tZ","UK81340","מגש אקריליק להבדלה 25 ס""מ","152.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81340&lang=he","C","not_found_after_normalization","",""
"A0qoRQ6Eej55saBDl9OR","UK11310","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות הרב יורם אברגל גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"A1ELsjRjiRf7Vk859a6G","UK10068","כיפה ארטמן קטיפה נחמן אפור כלשהו עם רקמה אפורה גודל 4","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"A39Q0HeRNK67YeZeVHtz","UK55063","נר הבדלה כחול לבן מהודר 30 ס""מ","26.97","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK55063&lang=he","C","not_found_after_normalization","",""
"AB8eVWNEb1bOKFQa9RZQ","UK16180","כיפת קטיפה שחורה 1/4 נצנץ כסף גודל 4 - 20 ס""מ","8.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"AEI8fekr4UwArNBGA89L","UK10361","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות רבי שמעון גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"AT1SQlkp91Ah3ZIBVrQe","UK42628","כלי לנר הבדלה ובשמים להבדלה 13 ס""מ","152.58","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK42628&lang=he","C","not_found_after_normalization","",""
"AgtkByuknUfyNCsJleqm","UK10017","כיפה סרוגה 16 ס""מ לבנה עם ריקמה ""בבא סאלי"" כסף","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"ApKkeyowFyNjOYT8uHY4","UK10264","כיפה קטיפה ""ארט-מן"" עם ריקמה האש שלי גודל 3 - ורוד","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"AvklztSQKTqLr0LLzzGg","UK18938","כיפה קטיפה ארטמן שחורה 4 חלקים עם סרט 22 ס""מ","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BBD71DFdetsTx58b6ja7","UK14941","כיפה קטיפה ""ארט-מן"" עם ריקמה בבא סאלי גודל 4 - א","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BBEaFqBhzG6BtqMno0bN","UK17611","כיפה פריק 21 ס""מ פסים בגוון כחול כהה לבן ותכלת","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BC99zPaC2aNOTvdk1Q1q","UK19105","כיפה קטיפה ""ארט-מן"" שחורה 6 חלקים עם סרט גודל 5","26.14","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BIA1ZXqpeqIakf19dF3d","UK16423","כיפה קטיפה פלוש שחורה 6 חלקים גודל 7 23 ס""מ ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BT68B09sTcOor8vag1H7","UK16380","כיפה ""מופת"" קטיפה שחורה גודל 3 19 ס""מ - 4 חלקים ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BT8IAF8ZyNA3jMLXc3fN","UK11632","כיפה קטיפה ""ארט מן"" עם ריקמה ""האש שלי"" גודל 4 - שחור","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BTl5uxLFdvinHMkiopB0","UK82240","סט הבדלה מגש מסתובב קריסטל רוז גולד","356.38","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK82240&lang=he","C","not_found_after_normalization","",""
"BW12WNaqsyHWUJEdqFPq","UK10006","כיפה קטיפה עם ריקמה האש שלי גודל 4 - אופוויט","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BXRJZa01zzQjjVhCv79d","UK17213","כיפה סרוגה 16 ס""מ לבנה מסביב שני פסים שחור ותכלת","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BXyfPhKwnYxVZ0cvUyeU","UK11111","כיפה סרוגה 15 ס""מ שחור חלק - 12 יח","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"BagDDrQOq0e0DErKWvzA","UK40769","סט הבדלה מהודר 4 חלקים בגימור ניקל בעיטור ירושל","311.98","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK40769&lang=he","C","not_found_after_normalization","",""
"BdhTNhPEF3I4gZViNdT1","UK16343","כיפה סרוגה 16 ס""מ לבן עם רקמה זהב מגן דוד","19.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"Bi6yZ8sxUsXsvYcecqy4","UK81884","ברכון מהודר דמוי עור - ספר הקידוש נוסח ע.מ. 12X17.5 ס""מ","0","יודאיקה","israel-judaica","https://www.israel-judaica.com/index.php?option=com_art&view=product&sku=UK81884&lang=he","C","not_found_after_normalization","",""
"ButolVeNwnKASH01gCMw","UK17518","כיפה ד.מ.צ שחור 13 ס""מ","29.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"C1QdGjUQvC728uGIk1Tg","UK15601","כיפה ""מנטש"" קטיפה שחורה גודל 4 20 ס""מ - 4 חלקים ללא סרט","11.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"C7TdvDurttvcUdOrwOgw","UK14949","כיפה קטיפה ""ארט-מן"" עם ריקמה מגן דוד גודל 4 - כחול","39.22","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"C7pdWdrtPcM8b7WoNROR","UK10362","כיפה קטיפה ""ארט-מן"" עם אותיות בולטות בבא סאלי גודל 4 - שחור","43.58","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"CKjs0dPXKJviu7WJY6G9","UK19142","כיפה סרוגה 16 ס""מ שחורה עם ריקמה ""נחמן מאומן"" זהב","23.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"CONi6E6YcLxdL28rx3uo","UK19075","כיפה עור אפור כהה 16 ס""מ","22.47","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"COQQFFQPZyBXEH0WgIsP","UK18170","צצ כיפה ד.מ.צ. שחור עם פס אפור 18 ס""מ","37.04","כיפות","israel-judaica","","C","not_found_after_normalization","",""
"CUWNBiVuu1CvXyryijxD","UK16356","כיפה סרוגה 15 ס""מ שחור מסביב פס כסף","14.97","כיפות","israel-judaica","","C","not_found_after_normalization","",""
